dotProduct,cossim,corr,subID,sesID,rating
7.85975649494899,0.252729346750006,0.249624383326397,10,1,29.6191819464034
7.44080183232842,0.248847769388309,0.243919482790308,10,2,29.6309355900329
10.8459999352451,0.27014608318411,0.269185540003047,10,3,37.4141984015045
2.00269668740331,0.117297761362216,0.115849984186333,11,1,12.5058768218148
3.44333290853226,0.212234130553286,0.208277845180712,11,2,12.797367183827
3.24425398552575,0.161620324436485,0.157563580418407,11,3,18.4955336154208
6.82982229467978,0.288196729849836,0.284277358439108,12,1,35.5077574047955
7.23569004193508,0.29146032918783,0.287343719210934,12,2,39.181946403385
5.28953327068521,0.246886398221708,0.240881856813676,12,3,37.1697226140104
7.5376083611185,0.21417222115086,0.207948671711016,14,1,22.1861777150917
6.37370041353763,0.241162853191846,0.236825277538644,14,2,17.8373295721674
7.07762061338611,0.211725189995105,0.208405230820779,14,3,27.7809120827457
4.91482047011871,0.242738585121077,0.237018230176592,15,1,12.9525152797367
3.45905537823016,0.167813128950046,0.161546824105522,15,2,12.8067700987306
4.79523223019457,0.230389137513962,0.22457279787741,15,3,11.0014104372355
6.36917276335802,0.219734714231995,0.214586392887899,16,1,11.8398370161417
4.47925960867241,0.235257633272599,0.229830115421313,16,2,14.503996238834
3.8838223605239,0.217615659702426,0.211458919309996,16,3,15.4254818993888
7.39442592391032,0.270126967066371,0.265267883622143,18,1,20.7193229901269
6.5849904161566,0.244555695929601,0.239913344893446,18,2,18.3591913493183
6.07192368411886,0.238774766506006,0.232861107019107,18,3,19.3088857545839
7.25908540613102,0.267757590376395,0.26364508826826,21,1,17.1556182416549
4.84854228318378,0.2357059680974,0.229811768370804,21,2,8.85754583921015
7.6303914145467,0.247843829496864,0.242370282683027,21,3,17.6257639868359
11.9627107793565,0.253179691161,0.247389697504733,23,1,27.6445698166432
10.9643076706279,0.254242446335537,0.248375267795674,23,2,27.5364362952515
13.0308473696189,0.253658001860611,0.24868317089063,23,3,36.5068171133051
4.02286011189724,0.210009655744739,0.204155044330612,24,1,19.6567936060179
1.87205004819023,0.120799029628641,0.114746060964853,24,2,27.9078514339445
4.45512952522729,0.198425897135695,0.190910415346868,24,3,20.2491772449459
8.86987430838796,0.258069117930235,0.252401722505032,26,1,30.6488011283498
9.58455819095671,0.246834353638558,0.240856872345058,26,2,17.2496473906911
8.4639522692582,0.250104694893859,0.244390163448498,26,3,23.16878232252
5.43851073724326,0.24845956385674,0.242430435131911,28,1,24.2360131640809
7.577652153517,0.273886632089151,0.271255995011122,28,2,24.4334743770569
5.31221601651587,0.246029004728985,0.240272294877841,28,3,23.3333333333333
7.2177954691821,0.239332845391527,0.233154185505996,29,1,32.3742360131641
6.94922295193919,0.193302536217954,0.185696501517265,29,2,30.7898448519041
11.7359923255537,0.272291718833122,0.26891709282235,29,3,38.2933709449929
9.47591946253524,0.240864716722439,0.236380307785938,33,1,24.9788434414669
9.50256882080372,0.214562134066183,0.207448045147332,33,2,24.4240714621533
8.90396146274174,0.248096687047366,0.242253632147194,33,3,22.722143864598
4.28216985214492,0.221046060620819,0.21586978922736,34,1,6.90644099670898
6.03807070655769,0.237811544315969,0.23232716309939,34,2,6.55383168782322
7.79114547872718,0.26001181387937,0.254586108399873,34,3,7.87023977433004
4.79833265100862,0.240378296657478,0.234108376991054,35,1,22.2049835448989
6.44970909090989,0.280798479158119,0.27557720529659,35,2,15.9191349318289
5.21764417013233,0.238367175366991,0.233648811842379,35,3,20.9355900329102
5.87938885184391,0.187691173188387,0.197191822869569,37,1,38.4344146685472
4.83378527876352,0.234349037913337,0.232093372667956,37,2,29.0126939351199
4.99935606467581,0.20818314010449,0.203377510800668,37,3,32.1579689703808
6.89860699136045,0.223639236637383,0.217158292425899,38,1,6.4974141984015
4.45079268089044,0.169989279318771,0.161236007682971,38,2,7.99835448989187
2.80313298084762,0.116462777195005,0.11091419210763,38,3,10.4184297132111
8.75181073931707,0.285262398870634,0.280564520993642,39,1,14.4334743770569
7.97004990222835,0.280582795428479,0.277555062785889,39,2,9.70850963798778
6.95928574872574,0.279107670938048,0.274362122767428,39,3,11.5467795016455
1.33354054513177,0.0999743774281892,0.0960151451922894,41,1,7.86553831687823
3.21674172501155,0.176116786802249,0.167204387935467,41,2,16.6854724964739
2.23543148700017,0.114269530240179,0.1030556310707,41,3,20.0611189468735
3.64138528910984,0.180777975068073,0.174397292776126,43,1,9.93888105312647
2.98688228465371,0.139331349654749,0.129938669233004,43,2,11.2834978843441
0.775906261346148,0.0541548665062109,0.0410011276816207,43,3,6.57263751763046
4.00730074015668,0.21865610991011,0.211914285249355,48,1,12.6281147155618
3.77351336663523,0.183736954082412,0.1761429111941,48,2,15.8439116125999
2.34112786724325,0.163867072406972,0.156489664681792,48,3,13.6906440996709
2.69270051147762,0.137637327410511,0.137760442027219,49,1,34.677950164551
4.41812603527934,0.163545209934617,0.160299860966345,49,2,34.2548189938881
5.0225545989284,0.191717235408631,0.185074513571867,49,3,38.1836702711174
8.92265013353699,0.264766997055016,0.259610294964738,50,1,25.9285378467325
5.08398103809762,0.22185354105919,0.215053382880261,50,2,15.5853314527504
5.1972640383215,0.198235302100942,0.200733787764756,50,3,23.6060178655383
5.84642951588338,0.280781089318619,0.275597661111152,6,1,14.6309355900329
5.24367060908284,0.236315402707359,0.230195472286697,6,2,10.3055947343677
6.30469347754189,0.280395119695696,0.276456808327441,6,3,19.2101551480959
4.38769164758024,0.224484197925896,0.217855256042487,7,1,25.7874941231782
5.06282767236722,0.248638576317874,0.243262158000907,7,2,17.5693464974142
4.73341986637432,0.207010827320445,0.202013742812821,7,3,19.0879172543488
4.12568071970252,0.175946641906701,0.167639920869797,8,1,11.7113305124589
5.64572172047489,0.173751314802575,0.166485501478266,8,2,11.8124118476728
5.63514142735141,0.169426059225235,0.161199525619437,8,3,13.1358721203573
